Image,Name,employerprofile_ratingcontainer_n4hxe,jobcard_seolink_wdqhz_URL,jobcard_seolink_wdqhz,Location,Salary,Description,Salary1,jobcard_easyapply_eiob,Description2,Description3,jobcard_listingage_kuaxz
https://media.glassdoor.com/sql/5891/axa-xl-squarelogo-1577322023655.png,XL Catlin,3.9,"https://www.glassdoor.co.in/job-listing/assistant-scientist-data-science-platform-xl-catlin-JV_IC2921225_KO0,41_KE42,51.htm?jl=1008894365739",Assistant Scientist – Data Science Platform,Gurgaon,₹7L - ₹9L (Glassdoor Est.),"AXA XL recognizes digital, data, and information assets are critical for the business, both in terms of managing risk and enabling new business opportunities.…",(Glassdoor Est.),,data,,30d+
https://media.glassdoor.com/sql/1845986/thoucentric-squareLogo-1629791865317.png,Thoucentric,4.1,"https://www.glassdoor.co.in/job-listing/data-scientist-thoucentric-JV_IC2940587_KO0,14_KE15,26.htm?jl=1009015937301",Data Scientist,Bengaluru,₹8L - ₹9L (Glassdoor Est.),"Building capabilities that address a market need, basis our ongoing research efforts. >3 years’ experience in data science/Analytics roles.…",(Glassdoor Est.),,data,,25d
https://media.glassdoor.com/sql/1300514/mindpool-technologies-squarelogo-1471579734921.png,Mindpool TECHN0L0GY,4.6,"https://www.glassdoor.co.in/job-listing/data-engineer-mindpool-techn0l0gy-JV_IC2856202_KO0,13_KE14,33.htm?jl=1009052482421",Data Engineer,Pune,₹6L - ₹10L (Glassdoor Est.),"Daily monitoring of data load processes to identify holes in data, collaborate with other team members across IT, Operations, and business functions to design……",(Glassdoor Est.),Easy Apply,data,data,24h
,Techtrail Technologies Pvt Ltd,,"https://www.glassdoor.co.in/job-listing/power-bi-data-engineer-techtrail-technologies-pvt-ltd-JV_IC2856202_KO0,22_KE23,53.htm?jl=1009029758857",Power BI Data Engineer,Pune,₹7L - ₹10L (Employer Est.),"As a Data Engineer, you will be responsible for designing, building, and maintaining the data infrastructure that supports our organization's data needs.…",(Employer Est.),Easy Apply,Data,data,17d
https://media.glassdoor.com/sql/1018226/payu-squareLogo-1653459820000.png,PayU,3.7,"https://www.glassdoor.co.in/job-listing/data-analyst-payu-JV_IC2940587_KO0,12_KE13,17.htm?jl=1009048535235",Data Analyst,Bengaluru,₹3L - ₹7L (Glassdoor Est.),"Experience of 3 to 5 years in database interrogation and analysis tools (Python, R, SQL). Analytics Requirements: Collaborates with data teams and business……",(Glassdoor Est.),Easy Apply,data,,4d
,Global Employees,,"https://www.glassdoor.co.in/job-listing/data-engineer-global-employees-JV_KO0,13_KE14,30.htm?jl=1009014111323",Data Engineer,Remote,₹10L - ₹18L (Employer Est.),Stay up-to-date with industry best practices and emerging technologies to continuously improve data engineering processes. Total work: 5 years (Required).…,(Employer Est.),Easy Apply,data,,25d
,SVPNC TECHNOLOGIES,,"https://www.glassdoor.co.in/job-listing/data-scientist-svpnc-technologies-JV_IC2865319_KO0,14_KE15,33.htm?jl=1009026372679",Data Scientist,Hyderābād,₹15L - ₹25L (Employer Est.),"Create, productionize, and maintain models / solutions that address business problems. Participate in strategic planning discussions around optimizations, data……",(Employer Est.),Easy Apply,,,18d
https://media.glassdoor.com/sql/1651/microsoft-squarelogo-1479856042252.png,Microsoft,4.3,"https://www.glassdoor.co.in/job-listing/applied-ai-ml-data-scientist-microsoft-JV_IC4477468_KO0,28_KE29,38.htm?jl=1009021369846",Applied AI/ML Data Scientist,Noida,₹8L (Glassdoor Est.),Drive data driven ideation to understand various business problems and solutions. You will be part of our team and will contribute to and work alongside many……,(Glassdoor Est.),,data,,22d
,Swap Automotive Pvt. Ltd.,,"https://www.glassdoor.co.in/job-listing/data-analyst-swap-automotive-pvt-ltd-JV_IC2935226_KO0,12_KE13,36.htm?jl=1009043166426",Data Analyst,Ahmedabad,₹5T - ₹25T (Employer Est.),"Develop, implement, and maintain databases, data collection systems, data analytics platforms, and other strategies that optimize statistical efficiency and……",(Employer Est.),Easy Apply,data,data,9d
https://media.glassdoor.com/sql/4513920/navikenz-squareLogo-1659591738335.png,Navikenz,,"https://www.glassdoor.co.in/job-listing/data-scientist-navikenz-JV_KO0,14_KE15,23.htm?jl=1009029124066",Data Scientist,India,,"Direct a team of data scientists, data engineers and ML Engineers to achieving desired results. Must have Experience of working in End-End model development ML……",,,data,data,17d
,CodeVyasa,,"https://www.glassdoor.co.in/job-listing/data-engineer-codevyasa-JV_IC2921225_KO0,13_KE14,23.htm?jl=1009037554026",Data Engineer,Gurgaon,₹10L - ₹12L (Employer Est.),You will report into IIT'ans/BITS grads with 10+ years of development experience + work with F500 companies (our customers). Big data: 5 years (Preferred).…,(Employer Est.),Easy Apply,data,,11d
,Bytesfarms Technologies,,"https://www.glassdoor.co.in/job-listing/data-engineer-bytesfarms-technologies-JV_IC2876676_KO0,13_KE14,37.htm?jl=1009029919497",Data Engineer,Indore,₹80T (Employer Est.),"As a Data Engineer at BytesFarms Technologies, you will be responsible for designing, developing, and maintaining our data pipelines and infrastructure.…",(Employer Est.),Easy Apply,Data,data,16d
,GPC- Gujrat Pesticides Company,,"https://www.glassdoor.co.in/job-listing/data-analyst-gpc-gujrat-pesticides-company-JV_IC2918292_KO0,12_KE13,42.htm?jl=1009044586562",Data Analyst,Safidon,₹2L - ₹4L (Employer Est.),Collaborate with cross-functional teams to understand business requirements and provide data-driven solutions. Familiarity with data governance and compliance.…,(Employer Est.),Easy Apply,data,,8d
https://media.glassdoor.com/sql/522/pepsico-squareLogo-1684858464866.png,PepsiCo,4.0,"https://www.glassdoor.co.in/job-listing/architect-data-science-pepsico-JV_IC2865319_KO0,22_KE23,30.htm?jl=1009017417914","Architect, Data Science",Hyderābād,₹2L - ₹5L (Glassdoor Est.),"Statistics – Good applied statistical skills, including knowledge of statistical tests, distributions, regression, maximum likelihood estimators.…",(Glassdoor Est.),,,,24d
,T-Systems ICT India Pvt. Ltd.,,"https://www.glassdoor.co.in/job-listing/data-engineer-t-systems-ict-india-pvt-ltd-JV_IC2856202_KO0,13_KE14,41.htm?jl=1009047264581",Data Engineer,Pune,₹5L - ₹10L (Glassdoor Est.),Minimum 3 to 6 Years of in Big Data & Data related technology experience. Experience with integration of data from multiple data sources such as RDBMS (SQL……,(Glassdoor Est.),Easy Apply,Data,Data,5d
https://media.glassdoor.com/sql/5133760/tutorbin-squareLogo-1660801444766.png,TutorBin,3.9,"https://www.glassdoor.co.in/job-listing/subject-matter-expert-intern-computer-science-engineering-tutorbin-JV_KO0,57_KE58,66.htm?jl=1009049914401",Subject Matter Expert (Intern) - Computer Science Engineering,Remote,₹15T - ₹20T (Employer Est.),Eligibility criteria- Btech(4th year) / Mtech(Pursuing)*. Solving questions of the students from across the globe. Have relevant skills and interests.…,(Employer Est.),Easy Apply,,,3d
https://media.glassdoor.com/sql/4844530/freedom-property-investors-squareLogo-1677142061223.png,Freedom Property Investors,,"https://www.glassdoor.co.in/job-listing/data-engineer-southeast-asia-freedom-property-investors-JV_KO0,28_KE29,55.htm?jl=1009027740207",Data Engineer - Southeast Asia,Remote,,"Collaborate with cross-functional teams including sales, finance, and operations to understand data requirements and develop efficient data solutions that align……",,Easy Apply,data,data,18d
https://media.glassdoor.com/sql/8531590/uvation-squarelogo-1684915800937.png,Uvation,,"https://www.glassdoor.co.in/job-listing/data-engineer-uvation-JV_KO0,13_KE14,21.htm?jl=1009003416511",Data Engineer,Delhi,,"You'll play a key role in managing and optimizing data models, creating robust data solutions to support the company's analytic and business intelligence needs.…",,Easy Apply,data,data,30d+
https://media.glassdoor.com/sql/3795389/good-business-lab-squarelogo-1603688730935.png,Good Business Lab,4.7,"https://www.glassdoor.co.in/job-listing/data-associate-good-business-lab-JV_KO0,14_KE15,32.htm?jl=1008875333705",Data Associate,India,₹9L - ₹10L (Employer Est.),"We design and evaluate programs that can find common ground between worker well-being in blue-collar settings and business interests, and then through our……",(Employer Est.),Easy Apply,,,30d+
https://media.glassdoor.com/sql/4065762/techstep-squarelogo-1647862870342.png,TechStep,,"https://www.glassdoor.co.in/job-listing/data-scientist-machine-learning-techstep-JV_KO0,31_KE32,40.htm?jl=1007533649483",Data Scientist (Machine Learning),India,,"2-4 years experience of building and deploying Machine Learning models, preferably in internet industry. Strong technical architecture, design, deployment and……",,,,,30d+
https://media.glassdoor.com/sql/1651/microsoft-squarelogo-1479856042252.png,Microsoft,4.3,"https://www.glassdoor.co.in/job-listing/data-engineer-ii-microsoft-JV_IC2940587_KO0,16_KE17,26.htm?jl=1009047700358",Data Engineer II,Bengaluru,₹3L - ₹10L (Glassdoor Est.),"As a Data Engineer in the team, you will be responsible for managing the data real estate, architecting, and developing the next-gen data platform as well as……",(Glassdoor Est.),,Data,data,4d
https://media.glassdoor.com/sql/7470955/olx-india-squarelogo-1658480430786.png,OLX,,"https://www.glassdoor.co.in/job-listing/data-engineer-i-ii-olx-JV_IC2921225_KO0,18_KE19,22.htm?jl=1008964324908",Data Engineer I/ II,Gurgaon,₹5L - ₹8L (Glassdoor Est.),"Develop and implement data mining solutions to fit business problems. Identify, design and implement internal process improvements: automating manual processes,……",(Glassdoor Est.),Easy Apply,data,,30d+
,Revolo Infotech,,"https://www.glassdoor.co.in/job-listing/senior-data-scientist-revolo-infotech-JV_IC2851180_KO0,21_KE22,37.htm?jl=1009048845176",Senior Data Scientist,Mumbai,₹20L - ₹25L (Employer Est.),"Bachelor's degree or higher in a relevant field (e.g., Computer Science, Statistics, Mathematics, or related disciplines). Data science: 7 years (Required).…",(Employer Est.),Easy Apply,Science,Data,3d
https://media.glassdoor.com/sql/367738/costrategix-squarelogo-1588212781829.png,CoStrategix,3.9,"https://www.glassdoor.co.in/job-listing/member-data-analyst-costrategix-JV_IC2940587_KO0,19_KE20,31.htm?jl=1009036198187",Member Data Analyst,Bengaluru,₹4L - ₹7L (Glassdoor Est.),Ability to understand the business domain and determine business impact due to data issues. Experience -3-5 years of prior experience having worked on data……,(Glassdoor Est.),Easy Apply,data,,12d
https://media.glassdoor.com/sql/596087/consilium-software-squarelogo-1559558660282.png,Consilium Software,4.6,"https://www.glassdoor.co.in/job-listing/data-science-engineer-consilium-software-JV_IC2891681_KO0,21_KE22,40.htm?jl=1007928781708",Data Science Engineer,New Delhi,₹5L - ₹8L (Glassdoor Est.),"Study and transform data science prototypes. Understanding of data structures, data modeling and software architecture.…",(Glassdoor Est.),Easy Apply,data,science,30d+
https://media.glassdoor.com/sql/1979333/arlo-technologies-squareLogo-1620343553595.png,Arlo,4.3,"https://www.glassdoor.co.in/job-listing/analyst-data-operations-arlo-JV_KO0,23_KE24,28.htm?jl=1008965848734","Analyst, Data Operations",India,,Identify existing data sources which can fulfil those needs or propose solutions for new data sources. Completed a bachelor's degree or higher in Business……,,,data,data,30d+
https://media.glassdoor.com/sql/155577/ust-squareLogo-1687794678794.png,UST,4.0,"https://www.glassdoor.co.in/job-listing/specialist-i-data-science-ust-JV_IC2870859_KO0,25_KE26,29.htm?jl=1009040142121",Specialist I - Data Science,Thiruvananthapuram,₹3L - ₹4L (Glassdoor Est.),Work with stakeholders throughout the organization to identify opportunities for leveraging data from our customers to create models that can generate business……,(Glassdoor Est.),,data,,10d
https://media.glassdoor.com/sql/312532/annet-technologies-squarelogo-1525343872440.png,Retransform,4.1,"https://www.glassdoor.co.in/job-listing/data-scientist-retransform-JV_IC2851180_KO0,14_KE15,26.htm?jl=1009030675967",Data Scientist,Mumbai,₹1L (Glassdoor Est.),Department: Technology Job Type: Full Time Preferred Job Location: Mumbai Number of Vacancies: 1 Total Experience: 4+ Years Skills Required Data Science……,(Glassdoor Est.),,,,16d
https://media.glassdoor.com/sql/6818735/upsquare-technologies-squarelogo-1650620400743.png,Upsquare Technologies,,"https://www.glassdoor.co.in/job-listing/data-scientist-upsquare-technologies-JV_KO0,14_KE15,36.htm?jl=1008939241523",Data Scientist,India,,Develop data-driven solutions to address complex business problems. Collaborate with stakeholders to understand business requirements and translate them into……,,,,,30d+
https://media.glassdoor.com/sql/683/united-airlines-squareLogo-1678822937602.png,United Airlines,3.9,"https://www.glassdoor.co.in/job-listing/manager-data-science-united-airlines-JV_IC2921225_KO0,20_KE21,36.htm?jl=1009020460586",Manager – Data Science,Gurgaon,₹1L (Glassdoor Est.),"Propose and develop innovative solution approaches based on scientific research or empirical studies. Uniting the world."" drives us to be the best airline for……",(Glassdoor Est.),,,,22d
https://media.glassdoor.com/sql/135932/tech-mahindra-squareLogo-1682427461111.png,Tech mahindra,3.6,"https://www.glassdoor.co.in/job-listing/data-scientist-tech-mahindra-JV_IC2865319_KO0,14_KE15,28.htm?jl=1009041118845",Data Scientist,Hyderābād,₹4L - ₹7L (Glassdoor Est.),"""Experience in Data exploration using statistical models and techniques to identify patterns, trends, and correlations Experience in Data Collection and……",(Glassdoor Est.),,Data,Data,10d
https://media.glassdoor.com/sql/522/pepsico-squareLogo-1684858464866.png,PepsiCo,4.0,"https://www.glassdoor.co.in/job-listing/manager-data-science-pepsico-JV_IC2865319_KO0,20_KE21,28.htm?jl=1009040678622",Manager - Data Science,Hyderābād,₹9L - ₹10L (Glassdoor Est.),This is going to be a technical role however needs to have good functional (CPG/Retail) inclinational for supporting better solution design and developing……,(Glassdoor Est.),,,,10d
,Teks Academy,,"https://www.glassdoor.co.in/job-listing/data-science-trainer-teks-academy-JV_IC2865319_KO0,20_KE21,33.htm?jl=1008917177364",Data Science trainer,Hyderābād,₹6L (Employer Est.),"As the Training Head for Data Science, you will be responsible for planning, developing, and delivering training programs to equip employees with the skills and……",(Employer Est.),Easy Apply,Data,Science,30d+
https://media.glassdoor.com/sql/4138/accenture-squarelogo-1603988625135.png,Accenture,4.0,"https://www.glassdoor.co.in/job-listing/data-science-senior-analyst-accenture-JV_KO0,27_KE28,37.htm?jl=1009032450863",Data Science Senior Analyst,India,,"Collaborate with Accenture teams to address business issues and influence change using strategy, industry and analytical skills.…",,,,,15d
https://media.glassdoor.com/sql/1651/microsoft-squarelogo-1479856042252.png,Microsoft,4.3,"https://www.glassdoor.co.in/job-listing/data-and-applied-scientist-ii-microsoft-JV_IC2865319_KO0,29_KE30,39.htm?jl=1009027562624",Data and Applied Scientist II,Hyderābād,₹2L - ₹9L (Glassdoor Est.),"Leads broad governance and rhythm of the business processes that ensure cross-group collaboration, discussion of key issues, and an opportunity to build……",(Glassdoor Est.),,,,18d
https://media.glassdoor.com/sql/1772921/aml-rightsource-squareLogo-1697571471998.png,Aml Rightsource Llc,2.9,"https://www.glassdoor.co.in/job-listing/data-analyst-india-aml-rightsource-llc-JV_IC4477468_KO0,18_KE19,38.htm?jl=1009035983689",Data Analyst - India,Noida,₹4L - ₹6L (Glassdoor Est.),"Using a blend of highly trained anti-financial crime professionals, cutting-edge technology tools, and industry-leading consultants, we help clients with their……",(Glassdoor Est.),,,,12d
https://media.glassdoor.com/sql/474913/agile-infoways-squarelogo-1427281532728.png,AgileInfoways,3.7,"https://www.glassdoor.co.in/job-listing/web-data-researcher-agileinfoways-JV_IC2935226_KO0,19_KE20,33.htm?jl=1009043724038",Web Data Researcher,Ahmedabad,₹2L - ₹3L (Glassdoor Est.),Should have experience in data gathering through various data directories. Familiarity with web design and marketing trends.…,(Glassdoor Est.),,data,data,8d
,Pipluspi,,"https://www.glassdoor.co.in/job-listing/data-engineer-pipluspi-JV_KO0,13_KE14,22.htm?jl=1009047270465",Data Engineer,India,₹1L - ₹3L (Employer Est.),The Data Engineer will work closely with the data science and analytics team to implement data solutions that support business objectives.…,(Employer Est.),Easy Apply,Data,data,5d
,Taiyo.Ai,,"https://www.glassdoor.co.in/job-listing/data-mesh-engineer-taiyo-ai-JV_KO0,18_KE19,27.htm?jl=1008977707957",Data-Mesh Engineer,Remote,₹5L - ₹7L (Employer Est.),Understand business drivers and derive insights through data. Monitor data sanity and ensure data availability and reliability.…,(Employer Est.),Easy Apply,data,data,30d+
,ThreatXintel,,"https://www.glassdoor.co.in/job-listing/freelance-senior-data-engineer-neo4j-threatxintel-JV_KO0,36_KE37,49.htm?jl=1009045346719",Freelance Senior Data Engineer - Neo4j,Remote,₹5L - ₹6L (Employer Est.),"The role involves designing, optimizing, and maintaining our vector databases, using Neo4j, to provide more efficient and accurate solutions to our clients.…",(Employer Est.),Easy Apply,,,6d
https://media.glassdoor.com/sql/2933782/blue-sky-analytics-squarelogo-1633681231608.png,Blue Sky Analytics,,"https://www.glassdoor.co.in/job-listing/data-intern-blue-sky-analytics-JV_IC2921225_KO0,11_KE12,30.htm?jl=1009026364867",Data Intern,Gurgaon,,Contribute to extracting insights from data related to various business operations. Support the development of data frames and assist in creating automated……,,Easy Apply,data,data,18d
https://media.glassdoor.com/sql/4138/accenture-squarelogo-1603988625135.png,Accenture,4.0,"https://www.glassdoor.co.in/job-listing/data-science-application-developer-accenture-JV_IC2851180_KO0,34_KE35,44.htm?jl=1008981450244",Data Science Application Developer,Mumbai,,Must have Skills :Data ScienceGood to Have Skills : No Technology SpecializationJob Requirements :Key Responsibilities :1 End to end Ownership of the delivery……,,,,,30d+
https://media.glassdoor.com/sql/9936/wipro-squareLogo-1670620181456.png,Wipro Limited,3.7,"https://www.glassdoor.co.in/job-listing/data-engineer-wipro-limited-JV_IC2865319_KO0,13_KE14,27.htm?jl=1009026240600",Data Engineer,Hyderābād,₹3L - ₹8L (Glassdoor Est.),Deliver client projects and gain trust of client. Collaborate with different colleges and institutes for researchinitiatives and provide data science courses.…,(Glassdoor Est.),,data,science,18d
https://media.glassdoor.com/sql/2418091/chargen-life-sciences-squarelogo-1637316296562.png,Chargen Life Sciences LLP,2.6,"https://www.glassdoor.co.in/job-listing/life-science-technical-support-chargen-life-sciences-llp-JV_KO0,30_KE31,56.htm?jl=1009047109728",Life Science Technical Support,Remote,,"Providing customer service via Chat, Email and Phone. To provide technical support to customers, manage and upload data on the e-commerce website.…",,Easy Apply,data,,5d
https://media.glassdoor.com/sql/1348010/xplor-squareLogo-1625789361520.png,Xplor,3.5,"https://www.glassdoor.co.in/job-listing/power-bi-data-warehouse-administrator-xplor-JV_IC2856202_KO0,37_KE38,43.htm?jl=1009048510074",Power Bi - Data-warehouse Administrator,Pune,₹5L - ₹8L (Glassdoor Est.),"Understanding of data governance practices, data lineage, and data quality management to ensure accurate, consistent, and reliable data.…",(Glassdoor Est.),Easy Apply,data,data,4d
https://media.glassdoor.com/sql/4673668/agilit%C3%A9-squareLogo-1624886735911.png,Agilite Global Solutions Company,4.7,"https://www.glassdoor.co.in/job-listing/data-qa-etl-tester-agilite-global-solutions-company-JV_KO0,18_KE19,51.htm?jl=1009018704807",Data QA/ETL Tester,India,,Understand and implement testing across CI/CD pipeline (Azure DevOps) to move test code to a higher. (or equivalent) from an accredited institution.…,,,,,23d
,Golden Eagle IT Technologies Pvt Ltd,,"https://www.glassdoor.co.in/job-listing/senior-data-scientist-golden-eagle-it-technologies-pvt-ltd-JV_IC2876676_KO0,21_KE22,58.htm?jl=1009050274963",Senior Data Scientist,Indore,,"Advanced degree in data science, statistics, computer science, or similar. Collating and cleaning data from various entities for later use by junior data……",,Easy Apply,data,science,3d
,Tiju's Academy Pvt. Ltd.,,"https://www.glassdoor.co.in/job-listing/data-analyst-tiju-s-academy-pvt-ltd-JV_IC2868039_KO0,12_KE13,35.htm?jl=1009048817891",Data Analyst,Māvelikara,₹40T (Employer Est.),"Develop and maintain databases by acquiring data from primary and secondary sources, and build scripts that will make our data evaluation process more flexible……",(Employer Est.),Easy Apply,data,data,3d
,Appson Technologies,,"https://www.glassdoor.co.in/job-listing/data-science-engineer-appson-technologies-JV_IC2940587_KO0,21_KE22,41.htm?jl=1009005097656",Data Science Engineer,Bengaluru,₹1L (Employer Est.),Client needs someone who has completed data pipeline / data engineering work within parts of the Modern Data Stack. Total work: 8 years (Preferred).…,(Employer Est.),Easy Apply,data,data,30d
https://media.glassdoor.com/sql/1595573/komodo-health-squarelogo-1596631180104.png,Komodo Health,3.4,"https://www.glassdoor.co.in/job-listing/research-data-analyst-komodo-health-JV_IC2833209_KO0,21_KE22,35.htm?jl=1009032641239",Research Data Analyst,Chennai,₹3L - ₹9L (Glassdoor Est.),Experience working in a research team collaborating with subject-matter experts on epidemiological research studies. Published manuscripts using claims data.…,(Glassdoor Est.),Easy Apply,data,,15d
https://media.glassdoor.com/sql/2063948/int9-solutions-squarelogo-1691131882864.png,INT9 Solutions,,"https://www.glassdoor.co.in/job-listing/master-data-operations-analyst-1-int9-solutions-JV_KO0,32_KE33,47.htm?jl=1009019499668",Master Data Operations Analyst #1,Remote,₹6L (Employer Est.),"As a key member of the team, you will collaborate closely with the Master Data Operations Manager in developing and maintaining customer master data business……",(Employer Est.),Easy Apply,Data,data,23d
https://media.glassdoor.com/sql/1195332/pharmaace-squarelogo-1581327281017.png,PharmaACE,3.4,"https://www.glassdoor.co.in/job-listing/associate-consultant-consultant-data-science-pharmaace-JV_IC2856202_KO0,44_KE45,54.htm?jl=1007450188256",Associate Consultant / Consultant – Data Science,Pune,₹6L - ₹10L (Glassdoor Est.),"As an Associate Consultant/Consultant, you are expected to the manage onshore / client communication and mentor a team of analysts.…",(Glassdoor Est.),,,,30d+
https://media.glassdoor.com/sql/3183894/dataeconomy-squarelogo-1582091129047.png,DataEconomy,4.7,"https://www.glassdoor.co.in/job-listing/data-scientist-dataeconomy-JV_IC2865319_KO0,14_KE15,26.htm?jl=1008980350856",Data Scientist,Hyderābād,₹5L - ₹7L (Glassdoor Est.),Keep current with technical and industry developments. Collaborate with product design and engineering teams to develop an understanding of needs.…,(Glassdoor Est.),,,,30d+
https://media.glassdoor.com/sql/686429/metro-squareLogo-1692027185772.png,METRO/MAKRO,3.6,"https://www.glassdoor.co.in/job-listing/data-engineer-metro-makro-JV_IC2856202_KO0,13_KE14,25.htm?jl=1008986336901",Data Engineer,Pune,₹5L - ₹7L (Glassdoor Est.),"Collaborate with data scientists, analysts, and developers to ensure that our data pipeline meets their needs. Experience with big data technologies is plus.…",(Glassdoor Est.),Easy Apply,data,data,30d+
https://media.glassdoor.com/sql/522/pepsico-squareLogo-1684858464866.png,PepsiCo,4.0,"https://www.glassdoor.co.in/job-listing/rd-data-engineer-pepsico-JV_IC2865319_KO0,16_KE17,24.htm?jl=1008960431405",R&D - Data Engineer,Hyderābād,₹2L (Glassdoor Est.),"Delivering high-quality, coherent, and insightful solutions that address business needs by developing integrated data models and engineering end-to-end data……",(Glassdoor Est.),,data,,30d+
,Cheri angel HR Consulting,,"https://www.glassdoor.co.in/job-listing/junior-data-scientist-cheri-angel-hr-consulting-JV_KO0,21_KE22,47.htm?jl=1009034917164",Junior Data Scientist,Remote,,"Applying critical thinking and problem-solving skills to address business challenges through data analysis. Relevant coursework or experience in data science,……",,Easy Apply,data,data,13d
https://media.glassdoor.com/sql/115262/tata-elxsi-squarelogo.png,Tata Elxsi,4.1,"https://www.glassdoor.co.in/job-listing/data-science-engineers-tata-elxsi-JV_IC2940587_KO0,22_KE23,33.htm?jl=1008484263696",Data Science Engineers,Bengaluru,₹2L (Glassdoor Est.),"Leveraging a broad range of data architecture strategies and proposing data flows and storage solutions. Build, design and implement a highly scalable, fault……",(Glassdoor Est.),,data,data,30d+
https://media.glassdoor.com/sql/742328/dealskart-online-services-squarelogo-1484944226925.png,Lenskart,3.9,"https://www.glassdoor.co.in/job-listing/data-analyst-sr-data-analyst-analytics-lenskart-JV_IC2921225_KO0,38_KE39,47.htm?jl=1008918437309",Data Analyst / Sr Data Analyst : Analytics,Gurgaon,₹5L - ₹9L (Glassdoor Est.),"Identify key metrics, conduct rigorous exploratory data analysis, create executive facing dashboards and build business cases that drive decision making and……",(Glassdoor Est.),,data,,30d+
,CADDCENTRE TRAINING SERVICE PVT LTD,,"https://www.glassdoor.co.in/job-listing/data-science-and-business-analytics-faculty-caddcentre-training-service-pvt-ltd-JV_KO0,43_KE44,79.htm?jl=1009048258444",Data Science and Business Analytics Faculty,India,₹20T - ₹25T (Employer Est.),Post: Data science and business analytics faculty (Part Time) (Weekends). Expected hours: No less than 10 per week. Total work: 1 year (Preferred).…,(Employer Est.),Easy Apply,Data,science,4d
https://media.glassdoor.com/sql/7608748/moonpreneur-squarelogo-1659682283563.png,Moonpreneur,4.6,"https://www.glassdoor.co.in/job-listing/data-research-associate-moonpreneur-JV_IC2921225_KO0,23_KE24,35.htm?jl=1007903453933",Data Research Associate,Gurgaon,₹3L - ₹5L (Glassdoor Est.),Bachelor’s degree in science/technology or higher education. Make sure that marketing data sheets are up to date and all customer data is getting into the CRM……,(Glassdoor Est.),,data,data,30d+
https://media.glassdoor.com/sql/747701/certara-squarelogo-1598022274591.png,Certara,4.0,"https://www.glassdoor.co.in/job-listing/data-analyst-1-certara-JV_IC2866720_KO0,14_KE15,22.htm?jl=1009024923470",Data Analyst 1,Secunderābād,₹3L - ₹5L (Glassdoor Est.),"Knowledge of statistics, data management tools like R is an added advantage. Basic understanding of Information science, Systematic Literature review, Health……",(Glassdoor Est.),,data,science,19d
,Edwards India Private Ltd,,"https://www.glassdoor.co.in/job-listing/data-engineer-1-edwards-india-private-ltd-JV_IC2856202_KO0,15_KE16,41.htm?jl=1009050252570",Data Engineer 1,Pune,₹5L - ₹10L (Glassdoor Est.),A good understanding of how data solutions satisfy business requirements and the consequences of sub-optimal design. Familiaity with Python or R.…,(Glassdoor Est.),,data,,3d
https://media.glassdoor.com/sql/437208/anblicks-squareLogo-1640693499799.png,Anblicks,3.8,"https://www.glassdoor.co.in/job-listing/data-scientist-anblicks-JV_IC2865319_KO0,14_KE15,23.htm?jl=1009045252086",Data Scientist,Hyderābād,₹6L - ₹8L (Glassdoor Est.),"At least 2 years of experience in data science in rolling out production grade solutions to end customers. Total of 3-5 years of Big Data, Business Intelligence……",(Glassdoor Est.),Easy Apply,data,science,6d
,Tops infosolutions Pvt Ltd,,"https://www.glassdoor.co.in/job-listing/data-research-analyst-tops-infosolutions-pvt-ltd-JV_IC2935226_KO0,21_KE22,48.htm?jl=1009031310754",Data Research Analyst,Ahmedabad,₹30T (Employer Est.),"2+ years of work experience in the fields of information science, data management and/or computer science. Able to perform data enrichment/enhancements; data……",(Employer Est.),Easy Apply,science,data,16d
https://media.glassdoor.com/sql/3472/ericsson-worldwide-squareLogo-1633528460972.png,Ericsson,4.1,"https://www.glassdoor.co.in/job-listing/data-scientist-ericsson-JV_IC4477468_KO0,14_KE15,23.htm?jl=1008909941180",Data Scientist,Noida,₹4L - ₹9L (Glassdoor Est.),Find probable features and further needs of inputs Feature engineering and feature selection or engineering network architecture Selection of hypothesis set and……,(Glassdoor Est.),,,,30d+
https://media.glassdoor.com/sql/265032/brandmuscle-squareLogo-1685507741092.png,Brandmuscle,3.1,"https://www.glassdoor.co.in/job-listing/data-scientist-brandmuscle-JV_IC2940587_KO0,14_KE15,26.htm?jl=1007542532217",Data Scientist,Bengaluru,₹6L - ₹8L (Glassdoor Est.),Working with business stakeholders to define and ideate data science based solutions to existing business problems.…,(Glassdoor Est.),,data,science,30d+
https://media.glassdoor.com/sql/5896328/tmi-group-squarelogo-1646302347493.png,TMI Group,3.9,"https://www.glassdoor.co.in/job-listing/data-engineer-tmi-group-JV_IC2891681_KO0,13_KE14,23.htm?jl=1008910602583",Data Engineer,New Delhi,₹10L - ₹12L (Employer Est.),"Passionate about new technology trends in managed services & aviation industry. This is an entry level position, with experience from 0 to 1 year.…",(Employer Est.),,,,30d+
https://media.glassdoor.com/sql/2164711/ambee-squarelogo-1635501907073.png,Ambee,,"https://www.glassdoor.co.in/job-listing/data-scientist-ambee-JV_IC2940587_KO0,14_KE15,20.htm?jl=1009001040882",Data Scientist,Bengaluru,₹5L - ₹8L (Glassdoor Est.),"If you are that person and want to join Ambee for a specific role, then write to us at hr@getambee.com. Extend the company’s data with third-party sources of……",(Glassdoor Est.),,data,,30d+
